720	258
722	258
722	259
724	259
724	260
725	260
725	261
727	261
727	262
729	262
729	263
731	263
731	264
732	264
732	265
735	265
735	266
737	266
737	267
739	267
739	268
742	268
742	269
745	269
745	270
749	270
749	271
773	271
773	270
776	270
776	269
779	269
779	268
781	268
781	267
783	267
783	266
785	266
785	265
787	265
787	264
788	264
788	263
790	263
790	262
791	262
791	261
792	261
792	260
793	260
793	259
795	259
795	258
796	258
796	257
797	257
797	256
798	256
798	254
799	254
799	253
800	253
800	252
801	252
801	251
802	251
802	249
803	249
803	248
804	248
804	246
805	246
805	244
806	244
806	242
807	242
807	240
808	240
808	238
809	238
809	236
810	236
810	234
811	234
811	232
812	232
812	229
813	229
813	227
814	227
814	225
815	225
815	223
816	223
816	221
817	221
817	219
818	219
818	218
819	218
819	216
820	216
820	215
821	215
821	213
822	213
822	212
823	212
823	211
824	211
824	210
825	210
825	209
826	209
826	208
827	208
827	207
828	207
828	206
830	206
830	205
831	205
831	204
833	204
833	203
835	203
835	202
837	202
837	201
839	201
839	200
841	200
841	199
843	199
843	198
846	198
846	197
849	197
849	196
853	196
853	195
856	195
856	194
859	194
859	193
862	193
862	192
865	192
865	191
867	191
867	190
869	190
869	189
871	189
871	188
872	188
872	187
874	187
874	186
875	186
875	184
876	184
876	183
877	183
877	182
878	182
878	181
879	181
879	180
880	180
880	178
881	178
881	176
882	176
882	173
883	173
883	151
882	151
882	148
881	148
881	146
880	146
880	145
879	145
879	143
878	143
878	142
877	142
877	141
876	141
876	140
875	140
875	139
874	139
874	138
873	138
873	137
871	137
871	136
870	136
870	135
868	135
868	134
866	134
866	133
863	133
863	132
860	132
860	131
857	131
857	130
854	130
854	129
852	129
852	128
849	128
849	127
847	127
847	126
845	126
845	125
843	125
843	124
842	124
842	123
840	123
840	122
839	122
839	121
837	121
837	120
836	120
836	119
835	119
835	118
833	118
833	117
832	117
832	116
831	116
831	115
830	115
830	113
829	113
829	112
828	112
828	111
827	111
827	110
826	110
826	108
825	108
825	107
824	107
824	105
823	105
823	103
822	103
822	101
821	101
821	99
820	99
820	97
819	97
819	95
818	95
818	93
817	93
817	90
816	90
816	88
815	88
815	86
814	86
814	84
813	84
813	82
812	82
812	80
811	80
811	78
810	78
810	77
809	77
809	75
808	75
808	74
807	74
807	72
806	72
806	71
805	71
805	70
804	70
804	69
803	69
803	67
802	67
802	66
801	66
801	65
799	65
799	64
798	64
798	63
797	63
797	62
796	62
796	61
794	61
794	60
793	60
793	59
792	59
792	58
790	58
790	57
788	57
788	56
786	56
786	55
784	55
784	54
782	54
782	53
779	53
779	52
776	52
776	51
772	51
772	50
748	50
748	51
744	51
744	52
741	52
741	53
738	53
738	54
736	54
736	55
734	55
734	56
731	56
731	57
729	57
729	58
727	58
727	59
725	59
725	60
723	60
723	61
722	61
722	62
720	62
720	63
718	63
718	64
716	64
716	65
715	65
715	66
713	66
713	67
711	67
711	68
710	68
710	69
708	69
708	70
706	70
706	71
705	71
705	72
703	72
703	73
701	73
701	74
700	74
700	75
698	75
698	76
696	76
696	77
695	77
695	78
693	78
693	79
691	79
691	80
689	80
689	81
688	81
688	82
686	82
686	83
684	83
684	84
682	84
682	85
680	85
680	86
678	86
678	87
676	87
676	88
673	88
673	89
671	89
671	90
669	90
669	91
666	91
666	92
663	92
663	93
661	93
661	94
657	94
657	95
654	95
654	96
650	96
650	97
645	97
645	98
639	98
639	99
628	99
628	100
621	100
621	99
608	99
608	98
602	98
602	97
596	97
596	96
592	96
592	95
588	95
588	94
585	94
585	93
581	93
581	92
577	92
577	91
573	91
573	90
570	90
570	89
566	89
566	88
562	88
562	87
558	87
558	86
554	86
554	85
550	85
550	84
546	84
546	83
540	83
540	82
535	82
535	81
528	81
528	80
520	80
520	79
512	79
512	78
496	78
496	77
478	77
478	78
463	78
463	79
454	79
454	80
448	80
448	81
442	81
442	82
436	82
436	83
430	83
430	84
425	84
425	85
419	85
419	86
415	86
415	87
410	87
410	88
406	88
406	89
401	89
401	90
398	90
398	91
393	91
393	92
389	92
389	93
384	93
384	94
381	94
381	95
376	95
376	96
372	96
372	97
368	97
368	98
364	98
364	99
360	99
360	100
355	100
